REMARK SeriesTab Input: test.tab Output: parkin_mq.tab
REMARK Mode: Maximum Dimensions: 2
REMARK Input Region:    X +/- 2 X-ZF: 5
REMARK Analysis Region: X +/- 2
REMARK Input Region:    Y +/- 2 Y-ZF: 5
REMARK Analysis Region: Y +/- 2

VARS   INDEX X_AXIS Y_AXIS DX DY X_PPM Y_PPM X_HZ Y_HZ XW YW XW_HZ YW_HZ X1 X3 Y1 Y3 HEIGHT DHEIGHT VOL PCHI2 TYPE ASS CLUSTID MEMCNT Z_A0 Z_A1 Z_A2 Z_A3 Z_A4 Z_A5 Z_A6 Z_A7 Z_A8 Z_A9
FORMAT %5d %9.3f %9.3f %6.3f %6.3f %8.3f %8.3f %9.3f %9.3f %7.3f %7.3f %8.3f %8.3f %4d %4d %4d %4d %+e %+e %+e %.5f %d %s %4d %4d %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f

NULLVALUE -666
NULLSTRING *

   49   188.638   182.991  0.097  0.108    1.103   26.490   882.888  5330.167   5.235   5.850   19.969   45.995  185  193  179  187 +1.751923e+11 +1.380821e+09 +1.735134e+11 0.00000 1 s28   39    2  1.0000  0.9290  0.8774  0.7644  0.5942  0.3768  0.3157  0.1969  0.3215  0.8610
   50   165.674   183.934  0.354  0.314    1.213   26.453   970.489  5322.750   6.075   5.977   23.175   46.999  162  170  180  188 +6.233275e+10 +1.361845e+09 +6.195835e+10 0.00000 1 s26   40    4  1.0000  0.9058  0.8887  0.8399  0.7055  0.4516  0.3347  0.2411  0.3636  0.9445
   52   243.521   187.425  0.387  0.305    0.842   26.317   673.527  5295.308   5.919   5.369   22.580   42.213  240  248  183  191 +6.542639e+10 +1.409253e+09 +6.364481e+10 0.00000 1 s58   38   27  1.0000  1.0231  1.0128  1.0402  0.8300  0.5219  0.4528  0.3197  0.4319  1.0523
   53   213.813   187.682  0.266  0.350    0.983   26.307   786.854  5293.286   5.227   5.709   19.940   44.890  211  217  184  191 +5.755841e+10 +1.375403e+09 +5.705628e+10 0.00000 1 s57   38   27  1.0000  0.8974  0.8520  0.8429  0.6984  0.4297  0.3627  0.1555  0.2822  0.9101
   54   273.705   189.561  0.233  0.372    0.698   26.233   558.382  5278.507   4.973   5.898   18.970   46.376  271  276  186  193 +6.420162e+10 +1.395216e+09 +6.305920e+10 0.00000 1 s69   42    1  1.0000  1.0168  0.8941  0.9251  0.7344  0.4828  0.4664  0.2306  0.4001  1.0198
   55   158.415   191.216  0.688  0.309    1.247   26.169   998.177  5265.500   7.457   5.264   28.446   41.389  154  163  188  194 +5.217651e+10 +1.371760e+09 +5.168186e+10 0.00000 1 s24   40    4  1.0000  0.9348  0.7774  0.7707  0.6013  0.3270  0.4383  0.1693  0.2653  0.8792
   57   222.784   191.417  0.211  0.372    0.941   26.161   752.630  5263.918   5.548   6.806   21.165   53.515  219  227  187  196 +8.179125e+10 +1.357992e+09 +8.093757e+10 0.00000 1 s56   38   27  1.0000  0.8909  0.8684  0.8547  0.6791  0.3501  0.2723  0.2334  0.3095  0.9148
   59   165.434   192.902  0.877  0.367    1.214   26.103   971.403  5252.241   7.456   5.493   28.441   43.191  160  170  189  196 +4.636871e+10 +1.383684e+09 +4.580600e+10 0.00000 1 s25   40    4  1.0000  1.0851  1.0967  1.0046  0.8768  0.6320  0.4241  0.3453  0.4076  1.1661
   60   295.067   192.898  0.434  0.287    0.596   26.103   476.893  5252.270   6.300   5.033   24.033   39.576  291  299  190  196 +4.855013e+10 +1.363332e+09 +4.849939e+10 0.00000 1 s70   44    1  1.0000  1.0808  1.0101  1.1258  0.9469  0.6008  0.5146  0.2758  0.5119  1.1416
   62   175.281   195.004  0.176  0.166    1.167   26.021   933.842  5235.715   5.819   5.838   22.198   45.901  171  179  191  199 +1.118836e+11 +1.365831e+09 +1.113635e+11 0.00000 1 s27   40    4  1.0000  0.9425  0.8956  0.7670  0.6483  0.3987  0.2734  0.2563  0.3464  0.9334
